City_ID,City,Lat,Lng,Max Temp,Humidity,Current Description,Cloudiness,Wind Speed,Country,Date
233,Rudnya,54.947,31.0934,36.93,95,overcast clouds,92,10.58,RU,2021-03-30 00:21:52
234,Hambantota,6.1241,81.1185,76.03,81,overcast clouds,100,14.72,LK,2021-03-30 00:19:11
235,Manicore,-5.8092,-61.3003,75.52,95,moderate rain,71,2.04,BR,2021-03-30 00:21:53
236,Wattegama,6.7989,81.4808,73.67,85,overcast clouds,100,5.06,LK,2021-03-30 00:21:53
237,Wonthaggi,-38.6044,145.5913,63.0,67,overcast clouds,99,5.55,AU,2021-03-30 00:21:54
238,Pudozh,61.8099,36.5345,35.91,93,light rain,100,15.19,RU,2021-03-30 00:21:54
239,Codrington,-38.2667,141.9667,63.81,70,broken clouds,71,5.39,AU,2021-03-30 00:15:05
240,Pleshanovo,52.8333,53.4833,19.78,99,broken clouds,72,4.97,RU,2021-03-30 00:20:17
241,Olafsvik,64.8945,-23.7142,30.06,68,overcast clouds,100,14.83,IS,2021-03-30 00:14:51
242,Baker City,44.7749,-117.8344,42.8,36,overcast clouds,90,12.66,US,2021-03-30 00:21:34
243,Acarau,-2.8856,-40.12,77.86,85,broken clouds,54,7.76,BR,2021-03-30 00:21:55
244,Hailey,43.5196,-114.3153,35.6,21,few clouds,20,18.41,US,2021-03-30 00:21:56
245,Esperance,-33.8667,121.9,84.2,23,scattered clouds,40,18.41,AU,2021-03-30 00:16:06
246,Peiting,47.8,10.9333,45.0,60,scattered clouds,37,3.44,DE,2021-03-30 00:21:57
247,Maltahohe,-24.8333,16.9833,69.66,47,broken clouds,55,5.46,NA,2021-03-30 00:21:57
248,Naze,28.3667,129.4833,71.6,94,broken clouds,75,9.22,JP,2021-03-30 00:19:24
249,Oum Hadjer,13.2954,19.6966,72.23,9,clear sky,0,12.46,TD,2021-03-30 00:21:57
250,Ahipara,-35.1667,173.1667,70.99,86,scattered clouds,34,10.6,NZ,2021-03-30 00:14:43
251,Mirnyy,62.5353,113.9611,19.06,94,light snow,99,3.62,RU,2021-03-30 00:21:58
252,Tucuman,-26.8241,-65.2226,71.6,73,clear sky,0,2.93,AR,2021-03-30 00:20:35
253,The Valley,18.217,-63.0578,78.8,78,scattered clouds,40,14.97,AI,2021-03-30 00:14:39
254,Yerbogachen,61.2767,108.0108,20.88,96,overcast clouds,99,0.56,RU,2021-03-30 00:18:24
255,Asyut,27.181,31.1837,53.6,66,clear sky,0,14.97,EG,2021-03-30 00:21:59
256,Chapada Dos Guimaraes,-15.4606,-55.7497,84.2,65,scattered clouds,40,5.75,BR,2021-03-30 00:21:59
257,Theunissen,-28.411,26.7011,55.62,83,scattered clouds,29,6.15,ZA,2021-03-30 00:22:00
258,Inhambane,-23.865,35.3833,68.47,70,clear sky,0,4.52,MZ,2021-03-30 00:15:24
259,Geraldton,-28.7667,114.6,75.2,69,broken clouds,75,9.22,AU,2021-03-30 00:17:56
260,Malgrat De Mar,41.6466,2.7414,52.0,93,clear sky,0,1.72,ES,2021-03-30 00:22:00
261,Ilabaya,-17.4208,-70.5133,67.32,74,scattered clouds,34,2.17,PE,2021-03-30 00:22:01
262,Kaitangata,-46.2817,169.8464,61.0,81,overcast clouds,100,8.01,NZ,2021-03-30 00:17:38
263,Balakhninskiy,58.0106,114.2769,15.6,90,overcast clouds,95,2.37,RU,2021-03-30 00:22:01
264,Kangaatsiaq,68.3065,-53.4641,7.66,75,overcast clouds,99,12.59,GL,2021-03-30 00:22:01
265,Pacific Grove,36.6177,-121.9166,57.2,58,clear sky,1,8.05,US,2021-03-30 00:20:49
266,Saint-Philippe,-21.3585,55.7679,77.0,73,clear sky,0,5.75,RE,2021-03-30 00:15:52
267,Karaton,-6.3424,106.1045,82.99,89,haze,40,4.61,ID,2021-03-30 00:22:02
268,Koumac,-20.5667,164.2833,83.17,65,overcast clouds,100,8.93,NC,2021-03-30 00:22:03
269,Byron Bay,-28.65,153.6167,73.4,94,overcast clouds,90,6.91,AU,2021-03-30 00:19:04
270,Arawa,-6.2132,155.5367,87.6,61,overcast clouds,88,4.12,PG,2021-03-30 00:22:03
271,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.93,84,scattered clouds,31,7.58,BR,2021-03-30 00:22:04
272,Narsaq,60.9167,-46.05,24.8,46,broken clouds,75,2.3,GL,2021-03-30 00:15:07
273,Krasnoselkup,65.7,82.4667,-9.04,91,overcast clouds,100,7.78,RU,2021-03-30 00:22:04
274,Darab,28.7519,54.5444,65.14,25,clear sky,1,1.39,IR,2021-03-30 00:22:05
275,Bonthe,7.5264,-12.505,78.39,85,moderate rain,94,2.8,SL,2021-03-30 00:19:23
276,Kahului,20.8947,-156.47,80.6,65,light rain,40,17.27,US,2021-03-30 00:19:00
277,Tirukkoyilur,11.95,79.2,76.46,76,scattered clouds,33,4.79,IN,2021-03-30 00:22:05
278,Magistralnyy,56.1725,107.4458,31.8,86,overcast clouds,92,6.06,RU,2021-03-30 00:22:06
279,Hay River,60.8156,-115.7999,5.0,47,overcast clouds,99,4.61,CA,2021-03-30 00:22:07
280,Berlevag,70.8578,29.0864,33.51,81,scattered clouds,49,11.52,NO,2021-03-30 00:22:07
281,Aurillac,44.9167,2.45,46.4,61,clear sky,0,3.44,FR,2021-03-30 00:22:07
282,Chandbali,20.7833,86.7667,76.32,94,few clouds,22,12.57,IN,2021-03-30 00:22:08
283,Salvador,13.8333,-88.9167,89.6,54,clear sky,0,12.66,SV,2021-03-30 00:22:08
284,Klaksvik,62.2266,-6.589,37.4,81,broken clouds,75,4.52,FO,2021-03-30 00:14:41
285,Bambous Virieux,-20.3428,57.7575,75.0,94,few clouds,20,8.05,MU,2021-03-30 00:15:28
286,Puerto Escondido,15.85,-97.0667,75.2,94,scattered clouds,40,9.22,MX,2021-03-30 00:19:38
287,Aklavik,68.2191,-135.0107,5.0,51,broken clouds,75,8.05,CA,2021-03-30 00:22:09
288,Khandbari,27.3747,87.2039,63.37,31,broken clouds,81,4.27,NP,2021-03-30 00:17:13
289,Ranavav,21.6842,69.7408,75.61,83,clear sky,8,6.96,IN,2021-03-30 00:22:09
290,Severo-Yeniseyskiy,60.3725,93.0408,3.65,99,overcast clouds,100,1.36,RU,2021-03-30 00:22:10
291,Mamakan,57.8161,114.0028,17.38,87,overcast clouds,96,1.79,RU,2021-03-30 00:22:10
292,Bo Phloi,14.3236,99.5161,80.46,59,scattered clouds,31,4.59,TH,2021-03-30 00:22:10
293,Abu Kamal,34.4506,40.9171,54.75,29,clear sky,7,1.3,SY,2021-03-30 00:22:11
294,Nishihara,26.1842,127.7558,75.2,94,broken clouds,75,4.61,JP,2021-03-30 00:22:11
295,Zhezkazgan,47.8043,67.7144,22.75,81,overcast clouds,100,4.92,KZ,2021-03-30 00:16:41
296,Upington,-28.4478,21.2561,75.2,38,clear sky,0,8.05,ZA,2021-03-30 00:22:12
297,Beatrice,40.2681,-96.747,73.4,31,clear sky,1,20.71,US,2021-03-30 00:22:12
298,Collie,-33.3667,116.15,68.0,85,clear sky,10,5.99,AU,2021-03-30 00:22:12
299,Suluq,31.6682,20.2521,55.11,76,clear sky,0,7.96,LY,2021-03-30 00:18:15
300,Bethel,41.3712,-73.414,50.0,23,clear sky,1,4.61,US,2021-03-30 00:14:52
301,Fort Nelson,58.8053,-122.7002,21.2,53,scattered clouds,40,3.44,CA,2021-03-30 00:15:13
302,Otradnoye,59.7775,30.8181,42.8,81,moderate rain,90,17.9,RU,2021-03-30 00:22:13
303,Palmer,42.1584,-72.3287,44.01,36,clear sky,1,12.66,US,2021-03-30 00:17:35
304,Muli,2.9167,73.5667,81.57,76,overcast clouds,100,14.61,MV,2021-03-30 00:22:14
305,Paamiut,61.994,-49.6678,26.49,68,overcast clouds,100,20.49,GL,2021-03-30 00:22:14
306,Aljezur,37.3191,-8.8033,61.83,76,broken clouds,76,14.14,PT,2021-03-30 00:16:49
307,Hovd,48.0056,91.6419,30.6,40,broken clouds,78,7.56,MN,2021-03-30 00:22:15
308,Airai,-8.9266,125.4092,60.75,98,overcast clouds,100,4.5,TL,2021-03-30 00:14:45
309,Sao Filipe,14.8961,-24.4956,69.37,73,broken clouds,73,12.39,CV,2021-03-30 00:21:49
310,Raymondville,26.4815,-97.7831,66.2,72,overcast clouds,90,8.05,US,2021-03-30 00:22:15
311,Vostok,46.4856,135.8833,32.23,99,light snow,100,3.71,RU,2021-03-30 00:17:34
312,Cherskiy,68.75,161.3,1.85,91,overcast clouds,100,8.63,RU,2021-03-30 00:16:04
313,Masuguru,-11.3667,38.4167,71.24,98,overcast clouds,100,3.27,TZ,2021-03-30 00:22:16
314,Passagem Franca,-6.1797,-43.7836,72.54,97,overcast clouds,99,2.28,BR,2021-03-30 00:22:16
315,La Palma,33.8464,-118.0467,77.0,63,few clouds,20,9.22,US,2021-03-30 00:22:16
316,Zyryanka,65.75,150.85,8.91,84,scattered clouds,30,9.35,RU,2021-03-30 00:22:17
317,Nome,64.5011,-165.4064,35.01,93,light snow,90,5.75,US,2021-03-30 00:12:44
318,Spolaita,38.6966,21.3464,55.4,94,broken clouds,75,4.09,GR,2021-03-30 00:22:17
319,Sarbogard,46.8869,18.6204,55.0,48,overcast clouds,99,3.0,HU,2021-03-30 00:22:18
320,Conde,-7.2597,-34.9075,80.6,94,clear sky,0,4.61,BR,2021-03-30 00:22:18
321,Homa Bay,-0.5273,34.4571,67.28,77,overcast clouds,100,2.95,KE,2021-03-30 00:22:18
322,Road Town,18.4167,-64.6167,78.8,78,scattered clouds,40,16.11,VG,2021-03-30 00:17:39
323,Hasaki,35.7333,140.8333,64.4,77,broken clouds,75,11.5,JP,2021-03-30 00:15:29
324,Cabo San Lucas,22.8909,-109.9124,82.99,22,scattered clouds,40,11.5,MX,2021-03-30 00:17:24
325,Tanushimaru,33.35,130.6833,62.01,70,broken clouds,71,1.99,JP,2021-03-30 00:22:19
326,Eyl,7.9803,49.8164,75.61,76,broken clouds,72,6.2,SO,2021-03-30 00:19:07
327,Arraial Do Cabo,-22.9661,-42.0278,78.42,86,broken clouds,57,7.36,BR,2021-03-30 00:15:48
328,Oranjestad,12.524,-70.027,80.6,78,scattered clouds,40,21.85,AW,2021-03-30 00:22:20
329,Matara,5.9485,80.5353,72.97,90,overcast clouds,100,10.13,LK,2021-03-30 00:22:20
330,Dutse,11.7594,9.3392,72.86,16,clear sky,0,8.72,NG,2021-03-30 00:22:21
331,Methoni,36.8197,21.7049,57.99,82,broken clouds,73,2.3,GR,2021-03-30 00:22:21
332,Payson,40.0444,-111.7321,43.0,21,scattered clouds,40,24.16,US,2021-03-30 00:17:50
333,Panotla,19.3167,-98.2667,71.6,33,broken clouds,75,9.22,MX,2021-03-30 00:22:22
334,Rosarito,32.3333,-117.0333,69.8,49,scattered clouds,40,11.5,MX,2021-03-30 00:22:22
335,Beipiao,41.7919,120.7792,47.46,21,clear sky,3,1.41,CN,2021-03-30 00:22:22
336,Jinka,5.65,36.65,68.31,53,broken clouds,52,3.27,ET,2021-03-30 00:22:23
337,Leningradskiy,69.3833,178.4167,-0.56,89,overcast clouds,100,17.38,RU,2021-03-30 00:12:02
338,Seremban,2.7297,101.9381,77.0,94,few clouds,20,3.44,MY,2021-03-30 00:22:23
339,Katherine,-14.4667,132.2667,82.4,61,clear sky,0,13.8,AU,2021-03-30 00:22:24
340,Suntar,62.1444,117.6319,16.81,91,overcast clouds,93,4.05,RU,2021-03-30 00:16:33
341,Dingle,10.9995,122.6711,81.63,76,broken clouds,66,9.64,PH,2021-03-30 00:19:40
342,Montepuez,-13.1256,38.9997,66.85,96,overcast clouds,95,8.57,MZ,2021-03-30 00:22:25
343,Pachperwa,27.5167,82.65,71.01,25,clear sky,5,6.89,IN,2021-03-30 00:22:25
344,Teguldet,57.3064,88.1667,19.6,94,overcast clouds,96,7.29,RU,2021-03-30 00:21:18
345,Pizarro,4.9533,-77.366,78.58,89,light rain,81,5.26,CO,2021-03-30 00:22:25
346,Gap,44.6667,6.0,46.99,72,few clouds,15,4.41,FR,2021-03-30 00:22:26
347,Pokrovka,42.3414,78.0056,28.49,68,overcast clouds,97,7.61,KG,2021-03-30 00:22:26
348,Clyde River,70.4692,-68.5914,-7.6,84,light snow,90,16.11,CA,2021-03-30 00:15:20
349,Padang,-0.9492,100.3543,75.2,94,broken clouds,75,5.75,ID,2021-03-30 00:19:12
350,Batagay,67.6333,134.6333,6.35,91,overcast clouds,92,1.43,RU,2021-03-30 00:21:23
351,Bayanday,53.0661,105.5139,26.17,96,overcast clouds,93,3.76,RU,2021-03-30 00:22:27
352,Villacarrillo,38.1156,-3.0848,52.38,47,few clouds,23,6.29,ES,2021-03-30 00:22:27
353,Bilibino,68.0546,166.4372,-3.08,93,overcast clouds,99,3.78,RU,2021-03-30 00:17:35
354,Seddon,-37.8068,144.8916,63.0,72,overcast clouds,93,5.75,AU,2021-03-30 00:22:28
355,Arriaga,16.2333,-93.9,86.7,51,scattered clouds,48,13.44,MX,2021-03-30 00:22:28
356,Pevek,69.7008,170.3133,-5.06,93,overcast clouds,100,3.6,RU,2021-03-30 00:17:01
357,Sault Sainte Marie,46.5168,-84.3333,33.8,69,clear sky,1,11.5,CA,2021-03-30 00:22:29
358,Sambava,-14.2667,50.1667,76.64,89,light rain,83,3.31,MG,2021-03-30 00:15:59
359,Severo-Kurilsk,50.6789,156.125,36.0,96,moderate rain,100,21.09,RU,2021-03-30 00:14:49
360,Chumikan,54.7183,135.315,27.16,95,snow,100,8.57,RU,2021-03-30 00:22:29
361,Nadym,65.5333,72.5167,10.62,95,light snow,100,9.35,RU,2021-03-30 00:22:30
362,Lichuan,30.3,108.85,56.75,97,overcast clouds,100,4.63,CN,2021-03-30 00:22:30
363,Kaeo,-35.1,173.7833,70.0,93,light rain,82,8.99,NZ,2021-03-30 00:22:30
364,Metro,-5.1131,105.3067,75.58,91,broken clouds,61,3.71,ID,2021-03-30 00:22:31
365,Popondetta,-8.7537,148.2534,88.93,53,overcast clouds,86,2.86,PG,2021-03-30 00:22:31
366,Tuatapere,-46.1333,167.6833,62.01,87,overcast clouds,100,1.01,NZ,2021-03-30 00:16:37
367,Altay,47.8667,88.1167,23.52,64,overcast clouds,98,5.68,CN,2021-03-30 00:22:32
368,Lokoja,7.8024,6.743,82.02,59,broken clouds,60,8.25,NG,2021-03-30 00:22:32
369,Ribeira Grande,38.5167,-28.7,58.8,80,overcast clouds,100,6.04,PT,2021-03-30 00:14:49
370,Kovdor,67.5662,30.4758,32.67,97,light snow,100,9.75,RU,2021-03-30 00:22:32
371,Dzilam Gonzalez,21.2833,-88.9333,81.9,59,broken clouds,66,9.71,MX,2021-03-30 00:22:33
372,Katsuura,35.1333,140.3,64.0,94,mist,75,3.44,JP,2021-03-30 00:16:57
373,Kloulklubed,7.0419,134.2556,84.2,79,broken clouds,75,8.05,PW,2021-03-30 00:14:50
374,Pisco,-13.7,-76.2167,69.8,73,clear sky,0,19.57,PE,2021-03-30 00:16:01
375,Iqaluit,63.7506,-68.5145,0.0,71,few clouds,20,19.57,CA,2021-03-30 00:15:29
376,Huntsville,34.7304,-86.5861,66.2,31,clear sky,1,4.61,US,2021-03-30 00:21:22
377,Mazatlan,23.2167,-106.4167,75.2,57,overcast clouds,90,4.61,MX,2021-03-30 00:21:04
378,Te Anau,-45.4167,167.7167,59.97,65,overcast clouds,98,1.57,NZ,2021-03-30 00:15:02
379,Hefei,31.8639,117.2808,62.01,71,haze,99,8.95,CN,2021-03-30 00:22:34
380,Pelotas,-31.7719,-52.3425,64.99,87,light rain,39,8.39,BR,2021-03-30 00:22:35
381,Santo Antonio Do Leverger,-15.8656,-56.0767,84.2,65,scattered clouds,40,5.75,BR,2021-03-30 00:22:35
382,Muravlenko,63.7898,74.523,3.78,91,overcast clouds,100,9.17,RU,2021-03-30 00:22:36
383,Calama,-22.4667,-68.9333,64.4,17,clear sky,0,11.5,CL,2021-03-30 00:21:57
384,Caxias,38.7031,-9.2767,63.0,72,clear sky,0,6.91,PT,2021-03-30 00:22:36
385,Taltal,-25.4,-70.4833,65.71,77,few clouds,19,4.74,CL,2021-03-30 00:19:46
386,Shelburne,44.0787,-80.2041,39.0,59,few clouds,18,1.01,CA,2021-03-30 00:22:37
387,Pochutla,15.7432,-96.4661,86.0,51,clear sky,1,6.98,MX,2021-03-30 00:22:37
388,Doctor Arroyo,23.6667,-100.1833,67.21,53,overcast clouds,100,12.64,MX,2021-03-30 00:22:37
389,Dawlatabad,36.4141,64.9053,43.59,62,few clouds,19,3.0,AF,2021-03-30 00:22:38
390,Privas,44.5833,4.5,50.0,57,clear sky,1,2.01,FR,2021-03-30 00:22:38
391,Boueni,-12.9025,45.0761,82.4,74,broken clouds,75,9.22,YT,2021-03-30 00:22:38
392,Mapiripan,2.8892,-72.1256,76.32,85,moderate rain,67,1.52,CO,2021-03-30 00:22:39
393,Sorada,19.75,84.4333,77.79,35,few clouds,21,3.0,IN,2021-03-30 00:22:39
394,Kruisfontein,-34.0033,24.7314,61.0,91,few clouds,19,6.78,ZA,2021-03-30 00:17:31
395,Duvan,55.695,57.9024,26.56,98,overcast clouds,100,2.1,RU,2021-03-30 00:22:40
396,Kearney,40.6995,-99.0815,75.2,30,clear sky,1,10.36,US,2021-03-30 00:22:29
397,Aliwal North,-30.6937,26.7114,58.1,63,clear sky,9,4.92,ZA,2021-03-30 00:22:40
398,Buraydah,26.326,43.975,60.8,29,clear sky,0,10.36,SA,2021-03-30 00:16:42
399,Nuevo Laredo,27.4763,-99.5164,75.2,35,broken clouds,75,17.27,MX,2021-03-30 00:22:41
400,Kemijarvi,66.7131,27.4306,32.94,97,light snow,100,8.14,FI,2021-03-30 00:22:41
401,Luderitz,-26.6481,15.1594,61.43,81,clear sky,0,7.16,NA,2021-03-30 00:15:55
402,Amudat,1.95,34.95,71.6,65,overcast clouds,91,5.5,UG,2021-03-30 00:22:42
403,Warrnambool,-38.3833,142.4833,60.01,89,overcast clouds,85,3.2,AU,2021-03-30 00:20:55
404,Santona,43.4439,-3.4576,68.0,51,overcast clouds,97,4.61,ES,2021-03-30 00:22:42
405,Kalga,50.9251,118.898,29.5,62,broken clouds,54,1.79,RU,2021-03-30 00:22:42
406,Norman Wells,65.282,-126.8329,12.2,48,broken clouds,75,8.05,CA,2021-03-30 00:15:59
407,Henties Bay,-22.116,14.2845,61.0,89,few clouds,13,4.0,NA,2021-03-30 00:21:29
408,Skalat,49.4273,25.9787,41.0,67,broken clouds,83,4.05,UA,2021-03-30 00:22:43
409,Kabare,-2.4683,28.8242,62.01,91,overcast clouds,97,0.69,CD,2021-03-30 00:22:44
410,Anuppur,23.1,81.6833,77.31,16,broken clouds,77,8.86,IN,2021-03-30 00:22:44
411,Sol-Iletsk,51.1631,54.9918,13.24,97,scattered clouds,33,6.02,RU,2021-03-30 00:22:44
412,Merauke,-8.4667,140.3333,81.68,79,light rain,100,10.02,ID,2021-03-30 00:22:13
413,Elko,41.0002,-115.5012,42.01,24,clear sky,0,15.99,US,2021-03-30 00:17:55
414,Kyaukse,21.6,96.1333,68.0,73,haze,75,5.95,MM,2021-03-30 00:22:45
415,Barguzin,53.6167,109.6167,27.84,87,broken clouds,62,3.38,RU,2021-03-30 00:22:45
416,Urucara,-2.5364,-57.76,75.24,96,broken clouds,57,1.95,BR,2021-03-30 00:22:46
417,Kalemie,-5.9475,29.1947,69.1,85,broken clouds,83,5.48,CD,2021-03-30 00:22:46
418,Griffith,41.5284,-87.4237,55.99,47,clear sky,1,17.27,US,2021-03-30 00:22:46
419,Kanker,20.2719,81.4931,76.37,18,clear sky,8,5.99,IN,2021-03-30 00:22:47
420,Jiuquan,39.7432,98.5174,45.73,48,light rain,100,6.29,CN,2021-03-30 00:22:47
421,Fairbanks,64.8378,-147.7164,33.01,74,overcast clouds,90,5.75,US,2021-03-30 00:22:47
422,Nisia Floresta,-6.0911,-35.2086,80.6,89,broken clouds,75,6.91,BR,2021-03-30 00:22:48
423,Shalinskoye,55.7228,93.7594,22.78,74,broken clouds,68,14.88,RU,2021-03-30 00:22:48
424,Acajutla,13.5928,-89.8275,91.4,35,few clouds,20,2.3,SV,2021-03-30 00:22:48
425,Assiniboia,49.6334,-105.9845,17.6,86,snow,100,40.29,CA,2021-03-30 00:22:49
426,Kavaratti,10.5669,72.642,82.27,74,overcast clouds,99,9.15,IN,2021-03-30 00:22:49
427,Dunedin,-45.8742,170.5036,57.99,82,overcast clouds,100,15.01,NZ,2021-03-30 00:14:07
428,Linqing,36.8456,115.7117,54.25,55,clear sky,4,3.49,CN,2021-03-30 00:22:49
429,Adrar,20.5022,-10.0711,81.39,10,scattered clouds,37,6.98,MR,2021-03-30 00:18:19
430,Beringovskiy,63.05,179.3167,13.12,83,overcast clouds,100,19.6,RU,2021-03-30 00:14:51
431,San Luis,-33.295,-66.3356,62.46,34,clear sky,0,9.33,AR,2021-03-30 00:22:50
432,Shkoder,42.0683,19.5126,46.0,55,overcast clouds,98,5.57,AL,2021-03-30 00:22:50
433,Richards Bay,-28.783,32.0377,65.64,84,broken clouds,75,4.12,ZA,2021-03-30 00:14:37
434,Znamenskoye,57.1281,73.8282,5.61,97,overcast clouds,94,5.44,RU,2021-03-30 00:22:51
435,Thaton,16.9206,97.3714,77.65,70,broken clouds,81,2.62,MM,2021-03-30 00:22:51
436,San Quintin,30.4833,-115.95,65.16,62,overcast clouds,100,12.08,MX,2021-03-30 00:22:51
437,Quatre Cocos,-20.2078,57.7625,75.0,94,few clouds,20,8.05,MU,2021-03-30 00:17:38
438,Woodstock,43.1334,-80.7497,36.0,69,clear sky,8,2.3,CA,2021-03-30 00:20:15
439,Talakan,50.3167,130.3667,33.64,97,light snow,100,7.58,RU,2021-03-30 00:22:52
440,Kannangad,12.3081,75.1063,78.71,83,broken clouds,62,3.42,IN,2021-03-30 00:22:52
441,Goderich,43.7501,-81.7165,41.0,56,scattered clouds,32,8.05,CA,2021-03-30 00:22:53
442,Kattivakkam,13.2167,80.3167,80.6,78,mist,96,6.91,IN,2021-03-30 00:22:53
443,Hirado,33.3597,129.5531,57.2,88,mist,75,2.3,JP,2021-03-30 00:22:53
444,La Ferte-Bernard,48.1863,0.6536,48.2,71,clear sky,0,2.3,FR,2021-03-30 00:22:54
445,Lima,-12.0432,-77.0282,77.0,78,light rain,0,10.36,PE,2021-03-30 00:22:54
446,Anamur,36.0751,32.8369,48.2,76,clear sky,0,6.91,TR,2021-03-30 00:20:21
447,Kununurra,-15.7667,128.7333,86.0,45,broken clouds,70,10.36,AU,2021-03-30 00:20:56
448,College,64.8569,-147.8028,33.01,74,overcast clouds,90,3.44,US,2021-03-30 00:19:14
449,Chubbuck,42.9208,-112.4661,39.2,22,broken clouds,75,21.85,US,2021-03-30 00:18:57
450,Pangody,65.85,74.4859,4.77,96,light snow,100,7.87,RU,2021-03-30 00:22:55
451,Duku,11.2361,4.9073,84.24,13,clear sky,0,9.33,NG,2021-03-30 00:22:55
452,Takab,36.4009,47.1133,38.44,49,clear sky,8,3.42,IR,2021-03-30 00:22:55
453,Lavrentiya,65.5833,-171.0,14.85,84,overcast clouds,100,12.37,RU,2021-03-30 00:15:34
454,Margate,51.3813,1.3862,50.0,76,few clouds,21,1.99,GB,2021-03-30 00:17:39
455,Guasdualito,7.2424,-70.7324,80.8,70,overcast clouds,90,3.58,VE,2021-03-30 00:22:56
456,Price,39.5994,-110.8107,51.8,24,clear sky,1,17.27,US,2021-03-30 00:20:01
457,Acapulco,16.8634,-99.8901,82.4,74,scattered clouds,40,12.66,MX,2021-03-30 00:11:59
458,Bandarbeyla,9.4942,50.8122,77.23,66,overcast clouds,100,6.93,SO,2021-03-30 00:22:56
459,Kongolo,-5.3833,27.0,67.5,97,overcast clouds,100,1.9,CD,2021-03-30 00:22:57
460,Cruz Alta,-28.6386,-53.6064,57.92,87,clear sky,4,5.28,BR,2021-03-30 00:22:57
461,Ilo,-17.6394,-71.3375,69.8,78,clear sky,0,9.22,PE,2021-03-30 00:22:57
462,Miri,4.4148,114.0089,78.8,83,few clouds,20,3.44,MY,2021-03-30 00:22:38
463,Alugan,12.2188,125.4808,80.98,78,overcast clouds,100,9.69,PH,2021-03-30 00:22:58
464,Nanortalik,60.1432,-45.2371,28.22,59,broken clouds,78,8.23,GL,2021-03-30 00:17:49
